1894 QUESTION  How far is it from Earth to Mars?
2129 NYT19990424.0127 -1 Aaron did. </P> <P>    ``To do what Hank did, you must be very consistent until late in your career,'' said Frank Robinson, who hit 586 homers. ``I was ahead of his pace hitting home runs early in my career. But he hit a lot of home runs late in his
2129 NYT19990205.0339 1 ATLANTA _ For all the home runs he hit _ all 755 of them _ Hank Aaron would rather be remembered as a complete ball player than just a home-run hitter. </P> <P>    Friday's announcement of an award named in his honor will hel
2129 APW19990705.0034 1 that pace to eclipse  Aaron's mark of 755 homers.  </P> <P> 	Aaron broke Babe Ruth's record of 714 homers on April 8, 1974,   when he homered against Al Downing of the Los Angeles Dodgers in  Atlanta.  </P> <P> 	Griffey was the second-youngest player
2129 APW19990817.0188 1 P> 	NEW YORK (AP) -- Hank Aaron leads Babe Ruth by just over 2,000   votes in the lastest results of the Major League Baseball  All-Century team voting released on Tuesday.  </P> <P> 	Aaron, whose career 755 home runs broke Ruth's record of 714,   ha
2129 NYT19980907.0241 -1 That call echoed Milo Hamilton's of Hank Aaron's 715th home run: ``There's a new home run champion of all time, and his name is Henry Aaro
2129 NYT19990405.0391 1 HANK AND TOMMIE AARON: Most career home runs by brothers. Hank hit 755; Tommie hit 13. <
2131 NYT19980716.0301 1 San Francisco Mayor Willi Brown reacted angrily to Riggs' plan.
2131 NYT19981130.0447 -1 Of course, it is never easy being mayor of San Francisco.
2131 XIE19970405.0062 1 s health care. </P> <P> They became sister cities in 1980, and since then have carried out 125 cooperative projects. </P> <P> Willie Brown, mayor of San Francisco, and his Shanghai counterpart Xu Kuangdi attended the signing ceremony of the memorandu
2131 NYT19990420.0065 1 SF-POOR (San Francisco) _ Mayor Willie Brown has become the latest in a series of San Francisco mayors to zero in on people who are down and out as re-election draws near
2131 XIE19970402.0142 1 INE> <TEXT> <P> BEIJING, April 2 (Xinhua) -- Chinese President Jiang Zemin met here today with Willie Brown Jr., mayor of San Francisco in the United States. </P> <P> Jiang spoke highly of Brown's efforts for promoting friendly ties and cooperation b
2131 NYT19990217.0191 -1 k Times News Service clients.)    By RACHEL GORDON    c.1998 San Francisco Examiner   <TEXT> <P>    SAN FRANCISCO _ Clint Reilly, a millionaire real estate investor who previously worked as a campaign consultant, is expected to announce his candidacy
2131 NYT19990427.0138 1 clients.)    By ROB MORSE    c.1999 San Francisco Examiner   <TEXT> <P>    SAN FRANCISCO _ ``Does it seem to you that Mayor Brown is getting smaller?'' </P> <P>    A friend who works at City Hall asked me that question last week. He meant smaller ph
2131 NYT19990305.0060 -1 In the San Francisco race for mayor, Willie Brown and Clint Reilly is a more even match-up than Hillary against Rudy.
2131 NYT19990305.0060 -1 r, Willie Brown and Clint Reilly is a more even match-up than Hillary against Rudy. Here we have a Doberman against a
2131 APW20000914.0224 -1 San Francisco Mayor Dies  </HEADLINE> By RON HARRIS <TEXT> <P>    SAN FRANCISCO (AP) -- George Christopher, the former San Francisco mayor who persuaded the New York Giants to move to the West Coast, died Thursday of a stroke. He was 92
2131 NYT19991104.0097 -1 SF-MAYOR (San Francisco) _ Board of Supervisors President Tom Ammiano's write-in bid for mayor has won the support of nearly one of every five San Franciscans who voted, but it remains to be seen whether it's enough to get him into a runoff next mont
2131 NYT19990104.0361 1 SLUG> BC-MAYOR-BROWN-HNS </SLUG> <HEADLINE> BROWN RE-ELECTION MAY HINGE ON MUNI  </HEADLINE>    (For use by New York Times News Service clients.)    By CHUCK FINNIE    c.1999 San Francisco Examiner   <TEXT> <P>    SAN FRANCISCO _ Mayor Willie Brown,
2131 NYT19981231.0250 1 Jose Medina has been appointed by Gov.-elect Gray Davis to head the California State Transportation Department. </P> <P>    Medina, 57, would take over the $6.4 billion-a-year agency at a time when his political ally, San Francisco Mayor Willie Brown
2131 NYT20000411.0071 1 MAYOR-INVESTMENTS (San Francisco) _ Three months after it cut San Francisco Mayor Willie Brown in on a string of red-hot IPOs, the Morgan Stanley Dean Witter investment bank was chosen to underwrite a $28 million bond issue for San Francisco Internat
2131 NYT19990427.0138 1 SAN FRANCISCO _ ``Does it seem to you that Mayor Brown is getting smaller?'' <
2133 APW19990211.0012 1 On Feb. 12, 1809, Abraham Lincoln, the 16th president of the   United States, was born in present-day Larue County, Ky.
2133 APW19990211.0012 1 12, 1809, Abraham Lincoln, the 16th president of the   United States, was born in present-day Larue County, Ky.
2133 APW19990211.0012 1 , Feb. 12, the 43nd day of 1999. There are 322   days left in the year.  </P> <P> 	Today's Highlight in History:   </P> <P> 	On Feb. 12, 1809, Abraham Lincoln, the 16th president of the   United States, was born in present-day Larue County, Ky.  </P>
2133 NYT19990324.0238 1 It is reassuring to know, 190 years after Lincoln's birth in 1809, that in 2000 and beyond, new studies will continue to seek clues to the 16th president's life and language _ electronically
2133 APW19990211.0012 1 LINE> <TEXT> <P> 	Today is Friday, Feb. 12, the 43nd day of 1999. There are 322   days left in the year.  </P> <P> 	Today's Highlight in History:   </P> <P> 	On Feb. 12, 1809, Abraham Lincoln, the 16th president of the   United States, was born in pr
2133 APW19990211.0012 -1 , the 16th president of the   United States, was born in present-day Larue County, Ky.  </P> <P> 	On this date:   </P>
2133 APW20000119.0091 -1 Abraham Lincoln and Cuban independence hero Jose Marti, has given Elian a full scholarship of $3,000 per year. </P> <P> 	   Demetrio Perez, the Cuban-born director of Lincoln-Marti, said Elian walked into class on his second day at school and greeted
2133 APW19990211.0012 1 left in the year.  </P> <P> 	Today's Highlight in History:   </P> <P> 	On Feb. 12, 1809, Abraham Lincoln, the 16th president of the   United States, was born in present-day Larue County, Ky.  </P> <P> 	On this date:   </P> <P> 	In 1733, English
2133 APW19990211.0012 1 day of 1999. There are 322   days left in the year.  </P> <P> 	Today's Highlight in History:   </P> <P> 	On Feb. 12, 1809, Abraham Lincoln, the 16th president of the   United States, was born in present-day Larue County, Ky.  </P> <P> 	On this date:
2133 NYT19990212.0087 -1 Abraham Lincoln was born in Kentuck
2134 APW19981205.0888 -1 Singer Brenda Lee is 54. Actress Teri Garr is 50. Actress Bess Armstrong is 45. Singer Jermaine Jackson is 44. Musician Nikki Sixx of Motley Crue is 40. Musician David Schools
2134 APW19990915.0116 -1 LAS VEGAS (AP) -- Motley Crue bassist Nikki Sixx won't be   prosecuted for allegedly making crowd-riling remarks during an  August concert.
2134 APW19980811.1195 -1 Lee, 35, and fellow Motley Crue member Nikki Sixx were charged with assault on a security guard in December.
2134 APW19990813.0200 1 off   to jail after police accused the heavy metal rocker of encouraging  violence during a concert.  </P> <P> 	Sixx, whose real name is Frank Ferrano, was arrested Wednesday   and booked on a charge of provoking a breach of the peace at the  Mandala
2134 APW19980811.1195 -1 st that the studio ``decided that we want the press and the audiences to discover the movie together.'' 	   ``We're very proud of the movie,'' he said. 	   The Los Angeles Times quoted an unidentified studio spokesman as saying the filmmakers were ti
2134 APW19990904.0052 -1 LINE> <TEXT> <P> 	GREENSBORO, N.C. (AP) -- North Carolina lawmen waited nearly two   years for Motley Crue bassist Nikki Sixx to return to the state.  When he did, they arrested him.  </P> <P> 	Sixx was nabbed Friday night at a show in Raleigh on cha
2134 NYT19981221.0344 -1 While the tobacco industry is limiting its payouts through arbitration to plaintiffs' lawyers to $500 million annually, some $94 million of that first installment is likely to go to Ness, Motley this year.
2134 NYT19981221.0344 -1 ting its payouts through arbitration to plaintiffs' lawyers to $500 million annually, some $94 million of that first installment is likely to go to Ness, Motley this year. Producers will continue to pay la
2134 APW19990813.0200 -1 Motley Crue Bassist Jailed </HEADLINE> <TEXT> <P> 	LAS VEGAS (AP) -- Motley Crue bassist Nikki Sixx was hauled off   to jail after police accused the heavy metal rocker of encouraging  violence during a concert.  </P> <P> 	Sixx, whose real name is
2134 APW19991012.0102 -1 Former Motley Crue drummer Tommy Lee has   surrendered to authorities on a warrant charging him with trying to  incite a racially motivated riot during a 1997 concert.  </P> <P> 	Lee was accompanied by his attorney when he surrendered Monday   to Gui
2134 APW19990501.0130 -1 entertainment </CATEGORY> <HEADLINE> Lee Leaves Motley Crue for Family </HEADLINE> <TEXT> <P> 	LOS ANGELES (AP) -- Tommy Lee is getting another divorce, this   time from Motley Crue.  </P> <P> 	The 37-year-old drummer said he's leaving the rock group
2134 APW19990910.0229 -1 Center hosted its first mosh pit.  </P> <P> 	Host Chris Rock, opening the show, joked that he was the first   black man to appear on the Met stage ``without a mop.''  </P> <P> 	And later, Motley Crue drummer Tommy Lee -- sporting only an   overcoat a
2134 APW19981205.0888 -1 Musician Nikki Sixx of Motley Crue is 4
2134 APW19990915.0116 -1 LAS VEGAS (AP) -- Motley Crue bassist Nikki Sixx won't be   prosecuted for allegedly making crowd-riling remarks during an  August concert.  <
2135 APW20000118.0249 -1 Medimax was charged last December with falsely representing on the Internet that its HIV tests were accurate.
2135 APW20000922.0177 -1 misleading advertising. Sovo Tec, which brokers overseas sales of the products, had promoted unapproved HIV tests as ''the most accurate technology available.'' </P> <P>    But the FTC declared faulty some tests -- the ''HIV &AMP;frac12; Stat-Pak Ult
2135 APW20000226.0207 -1 Flowers, executive director of the Georgia Network to End Sexual Assault, said that percentage probably wasn't accurate because many women aren't tested. </P> <P> 	   ``Many attacks are by someone they know or a former sex partner,'' Flowers said. ``
2135 APW20000118.0249 -1 LINE> <TEXT> <P>    WASHINGTON (AP) -- A San Diego company that supplies test kits for the virus that causes AIDS has been charged with falsely representing that the kits could accurately detect the virus, the government announced Tuesday. </P> <P>
2135 APW20000709.0038 -1 The participants were randomly divided into two equal groups, with half receiving counseling about their sex lives and HIV tests.
2135 APW20000709.0038 -1 ided into two equal groups, with half receiving counseling about their sex lives and HIV tests. A counselor designed a tailor-mad
2135 APW20000922.0177 -1 HIV tests as ''the most accurate technology available.'' </P> <P>    But the FTC declared faulty some tests -- the ''HIV &AMP;frac12; Stat-Pak Ultra Fast'' brand -- that were resold here by a Sovo Tec customer who was supposed to export them. The FTC
2135 NYT19980601.0557 -1 Fred Toney, an analyst with Pacific Growth, said he estimated the market for Calypte's test to be about $300 million annually in the United States. With an exclusive patent license from New York University, Calypte's diagnostic kit ``will be the only
2135 NYT19990112.0461 -1 medical devices subject to the agency's jurisdiction. </P> <P>    In September 1997, the FDA advised pharmacies to pull from their shelves two ``unapproved, fraudulently marketed'' home-use test kits for the AIDS and hepatitis A viruses. The company
2135 XIE20000201.0190 -1 HONG KONG, February 1 (Xinhua) -- The Department of Health (DH) of Hong Kong announced Tuesday that 213 persons were found positive in HIV antibody tests in 1999, bringing the cumulative total number of reported HIV infections to 1,35
2136 NYT19990208.0198 -1 of ``Trans-Neptunian Objects'' than with the eight main planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune. Trans-Neptunian Objects, of which nearly 100 have been discovered since the
2136 APW19981106.1139 -1 Listed below are the names of five moons that orbit the planets Mars, Neptune, Pluto, Saturn and Uranus.
2136 NYT19990531.0167 1 An 18th moon has been found orbiting Uranus, giving it a share, with Saturn, of bragging rights in the category Planet With Most Moons (mighty Jupiter, with 16, is third, followed by Neptune with 8, Mars with 2, and Earth and Pluto with 1 each).
2136 NYT19990531.0167 1 --- &QL;   &QL; </P> <P>    An 18th moon has been found orbiting Uranus, giving it a share, with Saturn, of bragging rights in the category Planet With Most Moons (mighty Jupiter, with 16, is third, followed by Neptune with 8, Mars with 2, and Earth
2136 APW19981106.1139 -1 Listed below are the names of five moons that orbit the planets Mars, Neptune, Pluto, Saturn and Uranus
2136 APW19981106.1139 -1 mn is sponsored by The Associated Press and the Newspaper Association of America Foundation. <TEXT> 	   This column is based on an AP story that was for use on Oct.14. 	   ___ &QC;  	   Jupiter's Moon Puts on a Show 	   MADISON, Wisconsin (AP) _ Io
2136 APW19981106.1139 -1 moons that orbit the planets Mars, Neptune, Pluto, Saturn and Uranus. Use an encyclopedia to help you m
2136 APW19981106.1139 -1 have satellites. Listed below are the names of five moons that orbit the planets Mars, Neptune, Pluto, Saturn and Uranus. Use an encyclopedia to help you match each moon with its mother planet. Are there any planets in our solar system with no moons
2136 NYT19990531.0167 1 Uranus, giving it a share, with Saturn, of bragging rights in the category Planet With Most Moons (mighty Jupiter, with 16, is third, followed by Neptune with 8, Mars with 2, and Earth and Pluto with 1 each). </P> <P>    The new moon, which
2136 NYT19990531.0167 1 P> <P>    An 18th moon has been found orbiting Uranus, giving it a share, with Saturn, of bragging rights in the category Planet With Most Moons (mighty Jupiter, with 16, is third, followed by Neptune with 8, Mars with 2, and Earth and Pluto with 1 e
2136 APW19981106.1139 -1 Listed below are the names of five moons that orbit the planets Mars, Neptune, Pluto, Saturn and Uranu
2136 NYT19990531.0167 1 An 18th moon has been found orbiting Uranus, giving it a share, with Saturn, of bragging rights in the category Planet With Most Moons (mighty Jupiter, with 16, is third, followed by Neptune with 8, Mars with 2, and Earth and Pluto with 1 each). <
2139 NYT19990201.0271 1 Nitrogen in its most common, gaseous form, consisting of two atoms of the element chemically bound to each other (N2 ), makes up four fifths of the earth's atmosphere and is
2139 APW19990709.0159 -1 Every eight hours, the   sun puts out gas equal to all of the gases in the Earth's  atmosphere,'' said Kohl.
2139 APW19990709.0128 -1 Every eight hours, the   sun puts out gas equal to all of the gases in the Earth's  atmosphere,'' said Kohl.
2139 XIE19991022.0066 -1 Farm animals produce methane, a gas many times more powerful in warming the Earth's atmosphere than carbon dioxide known as greenhouse gas, the report said.
2139 APW19980916.0149 1 detectable by a special instrument aboard the WIND spacecraft. 	   One thing they haven't found in the moon's atmosphere so far is nitrogen, the gas that makes up more than three-quarters of the Earth's atmosphere. But that doesn't mean there
2139 NYT19990429.0058 -1 By THE EDITORS OF DISCOVER MAGAZINE    c.1999 Discover magazine   <TEXT>  &UR; (Distributed by New York Times Special Features) &LR;  &QC; <P>    &UR; MYTH: &LR;  Most energy in the United States comes from solar, nuclear and hydroelectric generat
2139 APW19980916.0149 -1 ; By RANDOLPH E. SCHMID &QC;   &UR; Associated Press Writer &QC;  <TEXT> 	   WASHINGTON (AP) _ Ask about the moon's atmosphere and most people will respond: It doesn't have one! Like many things people know, that's not quite true. 	   ``Although man
2139 APW19990310.0194 -1 The sudden release of energy can hurl 10 billion tons of  gas into space at speeds of up to 2 million mph.
2139 APW19990310.0194 -1 url 10 billion tons of  gas into space at speeds of up to 2 million mph. The energy release  can equal bil
2139 APW19980916.0149 1 the moon's atmosphere so far is nitrogen, the gas that makes up more than three-quarters of the Earth's atmosphere. But that doesn't mean there never was any. 	   ``One has to keep in mind that what the moon originally had as an atmosphere was lost
2139 XIE20000417.0371 -1 the pollution levels are drastically reduced. </P> <P> The device produces no sulfur dioxide. Its output of nitrogen oxide, which can turn into urban smog, will be 50 times as low as current gas-fired power plants. And its emissions of carbon dioxide
2139 XIE19971114.0012 -1 Canada's current greenhouse gas output is 13 percent higher than the 1990 leve
2139 APW19990602.0034 -1 Carbon dioxide from burning fossil fuels is a principal   greenhouse gas that scientists believe is causing a warming of the  earth as it accumulates in the atmosphere. The Kyoto climate  agreement reached in December, 1997, calls for the United Stat
2140 NYT19990113.0292 1 Martin Luther King Jr. was born Jan. 15, 1929, in Atlanta and assassinated on April 4, 1968, in Memphis, Tenn., where he was leading a strike of sanitation workers. President Reagan
2140 NYT19990118.0485 -1 Mayor Richard Riordan and other leaders participated in the 19th annual Kingdom Day Parade, which started near the corner of Crenshaw and Martin Luther King Jr.
2140 NYT20000113.0092 -1 And now, just as there have been books promising to portray the real Jesus, Michael Eric Dyson has written ``I May Not Get There With You: The True Martin Luther King Jr.
2140 APW20000117.0074 -1 Rowland today added his voice to those of civil rights leaders in condemning the town of Wallingford's decision not to give municipal workers the day off to honor the Martin Luther King Jr.
2140 APW20000304.0126 1 He also announced plans for a Chicago ''Day of Dignity'' march on April 4 that will focus on ending the ''expelling, shelling and jailing'' of minorities. April 4 is the day Martin Luther King Jr. was assassinated in 1968. </P> <P>    Jackson had hop
2140 APW19990118.0067 -1 Traded to Rockets   </P> <P> 	NEW YORK (AP) -- The Chicago Bulls will trade Scottie Pippen to   the Houston Rockets when the NBA lockout ends, The Associated Press  has learned. The Bulls, who will sign Pippen to a deal worth more  than $70 million f
2140 NYT19981001.0253 -1 T  &HT;    c. 1998 Cox News Service <TEXT> <P>    WASHINGTON _ ``It just didn't add up,'' said Dexter Scott King, explaining why he has rejected the official conclusion that his father, Dr. Martin Luther King Jr., was assassinated by James Earl Ray,
2140 XIE19980120.0005 -1 INE> <TEXT> <P> WASHINGTON, January 19 (Xinhua) -- Three decades after the murder of American civil rights leader Martin Luther King Jr., the nation is honoring him with prayers and marches across the country. </P> <P> Vice President Al Gore planned
2140 APW19990526.0209 -1 They  argued if Washington and Lincoln don't get recognized  independently, why should King?
2140 APW19990526.0209 -1 ncoln don't get recognized  independently, why should King? (Technically, the federal and New
2140 NYT19990115.0241 -1 Did Martin Luther King Jr. and his children play and have fun together? Was it true that 10-year-old Martin had comforted his younger sister, Bernice, after their father was assassinated? </P> <P>    King, who seemed to relish talking to these
2140 APW19990118.0025 -1 During the Atlanta service, King's widow, Coretta Scott King,   presented the 1999 Martin Luther King Jr. Non-Violent Peace Prize  to John Hume, who last year shared the Nobel Peace Prize for his  efforts to bring peace to Northern Ireland.  </P> <P>
2140 NYT20000427.0113 1 on April 4, 1968 _ the day Dr. Martin Luther King Jr. was assassinated. ``The cabs wouldn't take me to Roxbury. The community was ablaze, plagued with drugs, in a shambles.'' </P> <P>    The loss of a generation of black men hurt the communities from
2140 NYT19990115.0242 -1 A four-block stretch of Auburn Avenue, not far from downtown, includes the home where Martin Luther King Jr. was born; Ebenezer Baptist Church, where King Jr. and his father both preached and where the first organizational meetings for the SCLC took
2140 APW20000304.0126 1 He also announced plans for a Chicago ''Day of Dignity'' march on April 4 that will focus on ending the ''expelling, shelling and jailing'' of minorities. April 4 is the day Martin Luther King Jr. was assassinated in 1968. <
2141 XIE20000118.0094 -1 Voting 9-6, the Supreme Court also ordered the Department of Justice to furnish Jimenez copies of the extradition request by the United States government and its supporting papers.
2141 NYT19981123.0430 1 Georgia's became the fifth top state court to reject anti-sodomy laws since the United States Supreme Court, on a vote of 5 to 4, upheld the Georgia law in its 1986 decision, Bowers vs.
2141 NYT19990816.0435 -1 Because the rulings are being made entirely on state constitutional grounds, supporters are left with little chance of appealing to the United States Supreme Court.
2141 NYT20000605.0440 1 The tentative, splintered nature of the decision, in Troxel vs. Granville, Nol. 99-138, with a total of six separate opinions among nine justices, all but guaranteed that challenges to other state laws would reach the Supreme Court. </P> <P>    Nonet
2141 APW19990309.0153 -1 eight associate justices
2141 NYT19991103.0469 -1 >   (js)     c.1999 N.Y. Times News Service    <TEXT> <P>    THE AMERICAS </P> <P>    CANADA: NEW CHIEF JUSTICE </P> <P>    Prime Minister Jean Chretien named Beverley McLachlin as the first woman to be chief justice of the Supreme Court. Ms. McLachl
2141 XIE20000628.0256 -1 INE> <TEXT> <P> YANGON, June 28 (Xinhua) -- The ruling Myanmar State Peace and Development Council has enacted a new judiciary law, repealing the old one promulgated in 1988. </P> <P> The Myanmar Judiciary Law, 2000, enacted on Tuesday, covers eight
2141 XIE20000628.0256 -1 The law states that the Supreme Court shall be constituted with one chief justice, two deputy chief justices and seven to 12 judges.
2141 XIE20000628.0256 -1 urt shall be constituted with one chief justice, two deputy chief justices and seven to 12 judges. </P> <P> The law adds that the su
2141 NYT19990527.0426 -1 which could provide enough conflicting litigation for the United States Supreme Court to consider a voucher case. </P> <P>    Last fall, opponents of the Milwaukee program took the case to the Supreme Court, but the justices declined to hear it
2141 APW19980708.0409 -1 its own deliberations, Justice Sandra Day O'Connor said Wednesday. 	   That is why O'Connor is leading a team of four American Supreme Court justices in talks with European judges and court officials. 	   The issues here, said Justice Stephen Breyer,
2141 NYT19981221.0154 -1 The conservative National Legal Foundation endorsed DeLay's call for impeaching federal judges. </P> <P>    The NFL even urged Congress to impeach the six U.S. Supreme Court justices who had voted against Colorado's anti-gay amendment in 1996, ruling
2141 XIE20000601.0020 -1 Minutes after the ruling, lawyers for the boy's Miami relatives requested Supreme Court Justice Anthony M. Kennedy "to assure that Elian will remain in the United States" until the full Supreme Court can consider a formal appea
2141 APW19990623.0263 1 WASHINGTON (AP) -- The Supreme Court dramatically enhanced   states' rights today in decisions that exposed an increasingly  bitter 5-4 ideological split among the justices over how to balance  federal and state powers. Dissenters called the conserva
2142 APW19990125.0341 -1 to $2.7 billion in 1998, led by Listerine mouthwash (up 6  percent), the Schick Protector shaving system (up 27 percent),  Benadryl allergy products (up 8 percent) and Sudafed cold and
2142 XIE19960114.0151 -1 First-phase construction of the market is scheduled to be completed within this year, when the market will be put into use with 1,300 sets of shopping rooms and a total business space of 50,000 sq m, according to the paper.
2142 APW20000211.0117 -1 in 1992 to $29 million by 1996. </P> <P> 	   Warner-Lambert's breath products are among the top sellers in their categories. In 1999, Listerine had worldwide sales of $487 million; Certs $127 million; Clorets $193 million; and Dentyne $158 million,
2142 APW20000210.0251 -1 LINE> <TEXT>     	   NEWARK, N.J. (AP) - The first ruling in a dispute between the makers of products aimed at bad breath left a sour taste in the mouths of both sides. <P> 	   Breath Asure Inc., a small California company that markets what it called
2142 APW20000210.0140 -1 LINE> <TEXT>     	   NEWARK, N.J. (AP) - The first ruling in a dispute between the makers of products aimed at bad breath left a sour taste in the mouths of both sides. <P> 	   Breath Asure Inc., a small California company that markets what it called
2142 APW19990125.0341 -1 LINE> <TEXT> <P> 	MORRIS PLAINS, N.J. (AP) -- Continued strong sales of   prescription drugs for lowering cholesterol and treating diabetes  helped Warner-Lambert Co. post a 45 percent increase in  fourth-quarter profit,  </P> <P> 	The company report
2142 XIE19960123.0079 -1 Last year, CHP received orders totalling 372 million US dollars, accounting for one percent of the company's net revenue for the first time.
2142 XIE19960123.0079 -1 alling 372 million US dollars, accounting for one percent of the company's net revenue for the first time.   </P> </TEXT> </BODY> </DOC>
2142 APW19990126.0031 -1 the virus   which causes AIDS, brought in $308 million during its first full  year on the market.  </P> <P> 	Warner-Lambert has long sold several oral products, including   Trident and Dentyne gums, Certs mints, Halls throat drops and  Listerine
2142 APW19991018.0342 -1 y  reported today.  </P> <P> 	Warner-Lambert, which also makes Listerine mouthwash and Dentyne   chewing gum, said net income rose to $417 million, or 47 cents per  share, compared to $302 million, or 34 cents per share, for the  same period in 1998.
2142 APW20000210.0140 -1 2000-02-10 15:01 </DATE_TIME> <BODY> <HEADLINE> Court bars Listerine competitor from using BreathAsure name  </HEADLINE> <TEXT>     	   NEWARK, N.J. (AP) - The first ruling in a dispute between the makers of products aimed at bad breath left a sour t
2142 APW19990329.0201 -1 Also boosting prices were the sense that the market had seen the   worst of first-quarter earnings confessionals, and investors'  desire to put money to work in the stock market before the end of  the quarter on Wednesda
2142 APW19990426.0158 -1 The maker of Listerine mouthwash, Trident chewing gum and   prescription drugs for lowering cholesterol and treating diabetes  earned $381 million, or 45 cents per share, in the first three  months of the year compared with $279 million, or 33 cents
2143 APW19990721.0094 1 On July 22, 1934, a man identified as bank robber John Dillinger   was shot to death by federal agents outside Chicago's Biograph  Theater.
2143 NYT20000515.0174 -1 John Dillinger </P>
2143 APW19990927.0069 -1 The morning papers had it first, but the News had a  ``today angle'' the following afternoon that surely led most  readers to read on: ``John Dillinger lay on a cold slab in the Cook  County morgue today.
2143 APW19990721.0094 1 the year.  </P> <P> 	Today's Highlight in History:   </P> <P> 	On July 22, 1934, a man identified as bank robber John Dillinger   was shot to death by federal agents outside Chicago's Biograph  Theater.  </P> <P> 	On this date:   </P> <P> 	In 1587, a
2143 NYT20000330.0436 -1 Reviled in the days of Al Capone and John Dillinger as a haven for hoodlums, Chicago has been maligned for years
2143 APW19990721.0094 1 LINE> <TEXT> <P> 	Today is Thursday, July 22, the 203rd day of 1999. There are 162   days left in the year.  </P> <P> 	Today's Highlight in History:   </P> <P> 	On July 22, 1934, a man identified as bank robber John Dillinger   was shot to death by f
2143 APW19991027.0050 -1 The trooper's mother, however, said Richard Charles Johnson   should not die Friday as scheduled while there were questions about  his guilt and the state's Roman Catholic bishop joined Johnson's  clemency plea to the governor.
2143 APW19991027.0050 -1 d Richard Charles Johnson   should not die Friday as scheduled while there were questions about  his guilt and the state's Roman Catholic bishop joined Johnson's  clemency plea to the governor.  </P> <P> 	Trooper Bruce K. Small
2143 NYT19980616.0401 -1 John Dillinger and the Cubs, who are uncharacteristically near first place. </P> <P>    The Grant Park crowd more accurately reflected the city than did the moneyed bunch that filled the $1,500 seats for the NBA finals. And the crowd mirrored the
2143 NYT19991207.0180 -1 mbers of the Rat Pack. </P> <P>    Frank Sinatra sings it on ``Best of Columbia Years _ 1943-45'' and ``Columbia Years _ Complete Record,'' Dean Martin sings it on ``Capitol Sings Frank Loesser'' and Sammy Davis Jr. sings it on ``The Sounds of '66.''
2143 NYT20000330.0436 -1 the Kinzie Street Bridge. Reviled in the days of Al Capone and John Dillinger as a haven for hoodlums, Chicago has been maligned for years. But no more. Chicago enters the 21st century as a prosperous, well- governed model for the rest of the country
2143 APW19980616.1633 -1 by FBI agents of John Dillinger; the disappearance of flying pioneer Earhart in 1937 over the Pacific Ocean; the St. Valentine's Day killing of seven members of the Bugs Moran gang in Chicago in 1929; the crime spree of Bonnie Parker and Clyde Barrow
2144 NYT19981006.0406 -1 And in ``Tell Me, Momma'' _ a song that had not been officially released before, though a variant of its lyrics was published in ``Bob Dylan: Lyrics, 1962-1985 (Alfred A.
2144 NYT19980929.0242 -1 the desert, the jungle, Siberia, Central Park) with a specially made very-low-frequency radio receiver tuned below the AM and FM bands. And that is what a growing number of hobbyists have been doing over the last few years, attracted not just by the
2144 NYT19991221.0301 -1 Please note subslug for HURRICANE-FILM)   (af)   By BERNARD WEINRAUB     c.1999 N.Y. Times News Service    <TEXT> <P>    HOLLYWOOD _ Norman Jewison is not Hollywood hip. At the age of 73, the director of such films as ``Moonstruck,'' ``Fiddler on th
2144 NYT20000503.0346 -1 orm America <TEXT> <P>    &UR; (Eds: This story also moved in the ``a'' national news file) &LR;  &QL;   &UR; By LEAH GARCHIK &QC;  &LR;   &UR; c.2000, San Francisco Chronicle &QC;  &LR; </P> <P>    Four of the ladies of Rylstone, England, who raised
2144 APW20000112.0048 -1 The prize is endowed by the late Stikkan Anderson, whose record company released the songs of the Swedish group ABBA. It's awarded annually to one popular and one classical musician, with each recipient receiving $119,000.
2144 APW20000112.0048 -1 tikkan Anderson, whose record company released the songs of the Swedish group ABBA. It's awarded annually to one popular and one classical musician, with each recipient receiving $119,000. </P> <P> 	   Swedish King Carl XV
2144 APW20000107.0282 -1 Bob Dylan. </P> <P> 	   Dylan's 1975 song ``Hurricane'' made Carter a celebrity. Still, it would be years before he was freed and his reputation was restored. Now, he is the subject of ``The Hurricane,'' a new movie starring Denzel Washington
2144 NYT19990908.0240 -1 25. </P> <P>    `THE HURRICANE' </P> <P>    Denzel Washington stars in the biopic of Rubin (Hurricane) Carter, the former middleweight boxer (publicized by Bob Dylan's song ``Hurricane'') who was imprisoned after being convicted of a triple murder an
2144 NYT19990908.0240 -1 P> <P>    Denzel Washington stars in the biopic of Rubin (Hurricane) Carter, the former middleweight boxer (publicized by Bob Dylan's song ``Hurricane'') who was imprisoned after being convicted of a triple murder and then exonerated. Norman Jewison
2144 NYT20000215.0449 -1 The site (www.graphicwitness.com/carter) subjects Bob Dylan's song, ``Hurricane,'' to a line-by-line analysis that is not kind to Dylan's reportorial abilitie
2144 NYT19991227.0302 -1 The New York Times published front-page articles about the recantations and about other questionable evidence used by the prosecution. Overnight Carter became an international cause celebre, with civil rights leaders, politicians, writers, and ente
2145 APW20000829.0029 1 as the theodolite -- a 1940s gadget, no longer in production, that uses a helium balloon and trigonometry to determine wind speeds.
2145 NYT19980722.0152 -1 What we can measure, and what clearly does count, are spending in research and development, jobs in research and development, and spending on high school and college education.
